class_name,method_name,code_lines 
ImplicitMapTest,testWithAliasAndNullElement,19
ImplicitMapTest,testWithAliasedItemNameMatchingTheAliasedNameOfTheFieldWithTheMap,23
ImplicitMapTest,testWithDoubleHiddenList,45
ImplicitMapTest,testWithEMPTY_MAP,9
ImplicitMapTest,testWithEmptyMap,9
ImplicitMapTest,testWithExplicitItemNameMatchingTheNameOfTheFieldWithTheMap,22
ImplicitMapTest,testWithHiddenMap,33
ImplicitMapTest,testWithHiddenMapAndDifferentAlias,12
ImplicitMapTest,testWithImplicitNameMatchingTheNameOfTheFieldWithTheMap,23
ImplicitMapTest,testWithMap,22
ImplicitMapTest,testWithNullElement,19
ImplicitMapTest,testWithReferencedImplicitElement,30
ImplicitMapTest,testWithSortedMap,23
ImplicitMapTest,testWithout,29
ImplicitMapTest,testWithoutKeyField,28
ImplicitTest,stripSeparator,3
ImplicitTest,testAllImplicitTypesAtOnceWithExplicitElementNames,49
ImplicitTest,testAllImplicitTypesAtOnceWithExplicitElementTypes,54
ImplicitTest,testAllImplicitTypesAtOnceWithImplicitElementTypes,50
ImplicitTest,testHiddenImplicitTypesAtOnceWithExplicitElementNames,92
ParentClass,getParentName,3
ChildClass,equals,3
ChildClass,getChildName,3
ChildClass,hashCode,3
ChildClass,toString,3
ParentA,getParentStuff,3
ChildA,equals,10
ChildA,getChildStuff,3
InheritanceTest,testHandlesInheritanceHierarchies,12
InheritanceTest,testHandlesStaticFieldInChildDoesNotHideFieldInParent,10
InheritanceTest,testHiddenFieldsWithDifferentType,20
InheritanceTest,testInheritanceHidingPrivateFieldOfSameName,17
InnerClassesTest,testNestedDynamicTypes,40
InnerClassesTest,testSerializedInnerClassMaintainsReferenceToOuterClass,24
JodaTimeTypesTest,testCanHandleLocateDate,19
LambdaKeeper,keep,3
LambdaKeeper,reference,3
LambdaTest,assertBothWaysNormalized,8
LambdaTest,normalizeLambda,4
LambdaTest,testLambdaArray,72
LambdaTest,testLambdaExpression,11
LambdaTest,testReferencedLambdaExpression,26
LambdaTest,testSerializableLambdaExpression,28
LambdaTest,testTreeSetWithLambda,30
HexNumberConverter,canConvert,3
HexNumberConverter,fromString,3
HexNumberConverter,toString,3
LocalConverterTest,setUp,6
LocalConverterTest,testCanBeAppliedToIndividualFields,13
LocalConverterTest,testCanBeUsedForAttributeValue,13
MapTest,testAllowsEntryToBeAliasedToSomethingElse,20
MapTest,testEmptyMap,3
MapTest,testEmptyMapIsImmutable,10
MapTest,testEmptyMapIsSingleton,3
MapTest,testLinkedHashMapRetainsOrdering,27
MapTest,testMapCanContainBasicObjects,19
MapTest,testMapCanContainCustomObjects,23
MapTest,testObjectCanContainDifferentMapImplementations,15
MapTest,testObjectCanContainMapAsField,18
MapTest,testSingletonMap,18
MapTest,testSubclassesOfMapAreHandled,7
MapTest,testSupportsOldHashtables,14
MapTest,testSynchronizedMap,13
MapTest,testUnmodifiableMap,8
1,close,3
1,flush,3
1,write,3
2,close,3
ReusingReferenceByIdMarshallingStrategy,marshal,7
ReusingReferenceByIdMarshallingStrategy,unmarshal,7
MultipleObjectsInOneStreamTest,testByDefaultDoesNotPreserveReferencesAcrossDifferentObjectsInStream,23
MultipleObjectsInOneStreamTest,testDrivenThroughCompressedObjectStream,32
MultipleObjectsInOneStreamTest,testDrivenThroughObjectStream,37
MultipleObjectsInOneStreamTest,testFailSafeDeserialization,34
MultipleObjectsInOneStreamTest,testObjectInputStreamPropagatesCloseEvent,20
MultipleObjectsInOneStreamTest,testObjectOutputStreamPropagatesCloseAndFlushEvents,35
MultipleObjectsInOneStreamTest,testReadAndWriteMultipleObjectsInOneStream,50
MultipleObjectsInOneStreamTest,testReadUnsignedValuesFromInputStream,33
MultipleObjectsInOneStreamTest,testSupportsOptionToPreserveReferencesAcrossDifferentObjectsInStream,24
NamedLocalElementsTest,setUp,8
NamedLocalElementsTest,test,10
NamedLocalElementsTest,testArrayWithFinalType,17
NamedLocalElementsTest,testArrayWithNullElement,18
NamedLocalElementsTest,testArrayWithPrimitiveArrays,25
NamedLocalElementsTest,testArrayWithPrimitives,18
NamedLocalElementsTest,testArrayWithSuperTypes,18
NamedLocalElementsTest,testInvalidMapConfiguration,11
NamedLocalElementsTest,testListElementsWithFinalType,22
NamedLocalElementsTest,testListElementsWithSuperTypes,22
NamedLocalElementsTest,testListWithNullElements,24
NamedLocalElementsTest,testMapElementsUsingAttributeAndText,24
NamedLocalElementsTest,testMapElementsUsingAttributeForKeyOnly,24
NamedLocalElementsTest,testMapElementsUsingAttributeForValueOnly,24
NamedLocalElementsTest,testMapElementsUsingAttributesOnly,20
NamedLocalElementsTest,testMapElementsUsingSameNames,26
NamedLocalElementsTest,testMapElementsUsingSameNamesWithoutEntry,22
NamedLocalElementsTest,testMapElementsWithFinalType,26
NamedLocalElementsTest,testMapElementsWithNullUsingAttributesOnly,20
NamedLocalElementsTest,testMapElementsWithSuperType,26
NamedLocalElementsTest,testMapElementsWithoutEntry,22
NamedLocalElementsTest,testMapWithNullElements,26
NamedLocalElementsTest,testMapWithNullElementsWithoutEntry,22
NamedLocalElementsTest,testMapWithSwappedKeyAndValueElements,26
NamedLocalElementsTest,testMapWithSwappedKeyAndValueElementsWithoutEntry,22
1OmitFieldsWithMyPrefixMapper,shouldSerializeMember,3
1,wrapMapper,3
ThingAgain,getHidden,3
ThingAgain,setHidden,3
OmitFieldsTest,testAdditionalFieldsCanBeExplicitlyOmitted,22
OmitFieldsTest,testAnOmittedFieldMakesADefinedInAttributeSuperfluous,25
OmitFieldsTest,testAttributeCanBeOmitted,17
OmitFieldsTest,testDeletedAttributeCanBeOmitted,14
OmitFieldsTest,testDeletedElementCanBeOmitted,15
OmitFieldsTest,testDeletedElementWithClassAttributeCanBeOmitted,15
OmitFieldsTest,testDeletedElementWithReferenceCanBeOmitted,15
OmitFieldsTest,testExistingFieldsCanBeExplicitlyOmittedAtDeserialization,15
OmitFieldsTest,testExistingFieldsInDerivedClassesCanBeExplicitlyOmittedAtDeserialization,17
OmitFieldsTest,testExistingInheritedFieldsCanBeExplicitlyOmittedAtDeserialization,17
OmitFieldsTest,testFieldsCanBeIgnoredUsingCustomStrategy,40
OmitFieldsTest,testFieldsOfDerivedTypesCanBeExplicitlyOmittedThroughFacade,25
OmitFieldsTest,testIgnoreNonExistingElementsMatchingTypeAlias,9
OmitFieldsTest,testIgnoreUnknownElementsMatchingPattern,28
OmitFieldsTest,testIgnoredElementIsNotInstantiated,8
OmitFieldsTest,testInheritedFieldsCanBeExplicitlyOmittedThroughFacade,25
OmitFieldsTest,testTransientFieldsAreOmittedByDefault,22
Inner,getMessage,3
Outer,getInner,3
PersistenceArrayListConverter,canConvert,3
PersistenceArrayListConverter,marshal,7
PersistenceArrayListConverter,unmarshal,8
PersistenceTest,cleanUp,8
PersistenceTest,setUp,6
PersistenceTest,tearDown,5
PersistenceTest,testCanUsePersistenceCollectionAsConverter,32
QNameMappedConcreteClassesTest,createDriver,7
QNameMappedConcreteClassesTest,getDefaultNS,3
QNameMappedConcreteClassesTest,testUsingDefaultNamespace,14
QNameMappedConcreteClassesTest,testUsingDefaultNamespaceAndPrefix,16
QNameMappedConcreteClassesTest,testUsingDifferentNamespaces,15
QNameMappedConcreteClassesTest,testUsingDifferentNamespacesSameAliases,25
QNameMappedConcreteClassesTest,testUsingDifferentNamespacesWithAliases,24
QNameMappedConcreteClassesTest,testUsingNamespace,16
ResolveToNull,readResolve,3
ReadResolveTest,testReadResolveWithDefaultSerialization,18
ReadResolveTest,testReadResolveWithXStream,8
ReadResolveTest,testResolveToNull,16
StupidObject,aMethod,2
StupidObject,aMethod,2
StupidObject,aStaticMethod,2
ReflectionClassesTest,testReflectionConstructor,13
ReflectionClassesTest,testReflectionField,11
ReflectionClassesTest,testReflectionFieldMigrationFrom13,23
ReflectionClassesTest,testReflectionMethod,14
ReflectionClassesTest,testReflectionStaticField,11
ReflectionClassesTest,testReflectionStaticMethod,14
ReflectionClassesTest,testSupportsPrimitiveTypes,3
RelativeSingleNodeXPathReferenceTest,setUp,4
RelativeSingleNodeXPathReferenceTest,testCanReferenceDeserializedNullValues,12
RelativeSingleNodeXPathReferenceTest,testReplacedReference,15
RelativeSingleNodeXPathReferenceTest,testTree,31
RelativeSingleNodeXPathReferenceTest,testXmlContainsReferencePaths,23
RecursiveThing,equals,3
RecursiveThing,hashCode,3
RelativeXPathReferenceTest,setUp,4
RelativeXPathReferenceTest,testCanReferenceDeserializedNullValues,12
RelativeXPathReferenceTest,testCircularReferenceToSelfXml,12
RelativeXPathReferenceTest,testCircularReferenceXml,17
RelativeXPathReferenceTest,testReplacedReference,15
RelativeXPathReferenceTest,testRing,23
RelativeXPathReferenceTest,testTree,31
RelativeXPathReferenceTest,testXmlContainsReferencePaths,23
RelativeXPathReferenceTest,todoTestRecursiveMap,18
SecurityManagerTest,assertBothWays,20
SecurityManagerTest,runTest,10
SecurityManagerTest,setUp,28
SecurityManagerTest,tearDown,4
SecurityManagerTest,testSerializeWithDomDriverAndPureJavaReflectionProviderAndActiveSecurityManager,67
SecurityManagerTest,testSerializeWithSimpleStaxDriverAndSunUnsafeReflectionProviderAndActiveSecurityManager,53
SecurityManagerTest,testSerializeWithXppDriverAndPureJavaReflectionProviderAndActiveSecurityManager,40
SecurityManagerTest,testSerializeWithXppDriverAndSunUnsafeReflectionProviderAndActiveSecurityManager,42
Exec,exec,3
SecurityVulnerabilityTest,setUp,7
SecurityVulnerabilityTest,testAllowedInstanceOfVoid,9
SecurityVulnerabilityTest,testCannotInjectEventHandler,20
SecurityVulnerabilityTest,testDeniedInstanceOfVoid,8
SecurityVulnerabilityTest,testExplicitlyConvertEventHandler,19
PrivateBase,readObject,5
PrivateBase,readResolve,4
PrivateBase,writeObject,5
PrivateBase,writeReplace,4
PrivateChildOwnRR,readObject,5
PrivateChildOwnRR,readResolve,4
PrivateChildOwnRR,writeObject,5
PrivateChildOwnRR,writeReplace,4
PrivateChildNoRR,readObject,5
PrivateChildNoRR,writeObject,5
ProtectedBase,readObject,5
ProtectedBase,readResolve,4
ProtectedBase,writeObject,5
ProtectedBase,writeReplace,4
ProtectedChildOwnRR,readObject,5
ProtectedChildOwnRR,readResolve,4
ProtectedChildOwnRR,writeObject,5
ProtectedChildOwnRR,writeReplace,4
ProtectedChildInheritedRR,readObject,5
ProtectedChildInheritedRR,writeObject,5
PackageBase,readObject,5
PackageBase,readResolve,4
PackageBase,writeObject,5
PackageBase,writeReplace,4
PackageChildOwnRR,readObject,5
PackageChildOwnRR,readResolve,4
PackageChildOwnRR,writeObject,5
PackageChildOwnRR,writeReplace,4
PackageChildInheritedRR,readObject,5
PackageChildInheritedRR,writeObject,5
ChildWithTransient,readObject,4
1,validateObject,3
2,validateObject,3
3,validateObject,3
4,validateObject,3
SomethingThatValidates,readObject,34
SomethingThatValidates,readResolve,4
CustomSerializableChild,readObject,5
CustomSerializableChild,readResolve,4
CustomSerializableChild,writeObject,5
CustomSerializableChild,writeReplace,4
SerializationCallbackOrderTest,javaDeserialize,4
SerializationCallbackOrderTest,javaSerialize,7
SerializationCallbackOrderTest,setUp,4
SerializationCallbackOrderTest,testCallsReadObjectEvenWithoutNonTransientFields,25
SerializationCallbackOrderTest,testFieldsOfUnserializableParentsArePreserved,21
SerializationCallbackOrderTest,testJavaDeserializationInheritedPackageRR,18
SerializationCallbackOrderTest,testJavaDeserializationInheritedRR,18
SerializationCallbackOrderTest,testJavaDeserializationNoRR,17
SerializationCallbackOrderTest,testJavaDeserializationOwnPackageRR,18
SerializationCallbackOrderTest,testJavaDeserializationOwnPrivateRR,18
SerializationCallbackOrderTest,testJavaDeserializationOwnProtectedRR,18
SerializationCallbackOrderTest,testJavaSerializationInheritedPackageRR,14
SerializationCallbackOrderTest,testJavaSerializationInheritedRR,14
SerializationCallbackOrderTest,testJavaSerializationNoRR,13
SerializationCallbackOrderTest,testJavaSerializationOwnPackageRR,14
SerializationCallbackOrderTest,testJavaSerializationOwnPrivateRR,14
SerializationCallbackOrderTest,testJavaSerializationOwnProtectedRR,14
SerializationCallbackOrderTest,testJavaSerializationValidatesObjectIsCalledInPriorityOrder,15
SerializationCallbackOrderTest,testUnserializableParentsAreWrittenOnlyOnce,28
SerializationCallbackOrderTest,testXStreamDeserializationForObjectsWithUnserializableParents,16
SerializationCallbackOrderTest,testXStreamDeserializationInheritedPackageRR,18
SerializationCallbackOrderTest,testXStreamDeserializationInheritedRR,18
SerializationCallbackOrderTest,testXStreamDeserializationNoRR,17
SerializationCallbackOrderTest,testXStreamDeserializationOwnPackageRR,18
SerializationCallbackOrderTest,testXStreamDeserializationOwnPrivateRR,18
SerializationCallbackOrderTest,testXStreamDeserializationOwnProtectedRR,18
SerializationCallbackOrderTest,testXStreamSerializationForObjectsWithUnserializableParents,12
SerializationCallbackOrderTest,testXStreamSerializationNoRR,13
SerializationCallbackOrderTest,testXStreamSerializationOwnInheritedPackageRR,14
SerializationCallbackOrderTest,testXStreamSerializationOwnInheritedRR,14
SerializationCallbackOrderTest,testXStreamSerializationOwnPackageRR,14
SerializationCallbackOrderTest,testXStreamSerializationOwnPrivateRR,14
SerializationCallbackOrderTest,testXStreamSerializationOwnProtectedRR,14
SerializationCallbackOrderTest,testXStreamSerializationValidatesObjectIsCalledInPriorityOrder,14
Child,getI,3
Child,readObject,3
Child,writeObject,3
Parent,getChild,3
Parent,getName,3
Parent,readObject,4
Parent,writeObject,4
RawString,getS,3
RawString,readObject,6
RawString,writeObject,5
Store,writeObject,3
OtherStore,readResolve,8
MyStore,writeReplace,5
SerializationNestedWriteObjectsTest,testCachingInheritedWriteObject,34
SerializationNestedWriteObjectsTest,testCanHandleRawBytes,26
SerializationNestedWriteObjectsTest,testNestedSerializationOfDefaultType,7
SerializationNestedWriteObjectsTest,testObjectInputStream,30
SerializationNestedWriteObjectsTest,testObjectOutputStream,30
SerializationNestedWriteObjectsTest,testToXML,25
SortableFieldListTest,testSortsFieldOrderWhileUsingInheritance,20
SortableFieldListTest,testSortsFieldOrderWithArray,14
SwingTest,setupSecurity,4
SwingTest,testDefaultListModel,14
SwingTest,testJTable,10
SwingTest,testMetalLookAndFeel,5
Time18TypesTest,testChronoField,3
Time18TypesTest,testChronoUnit,3
Time18TypesTest,testChronology,4
Time18TypesTest,testChronologyConversionExceptionContainsInvalidValue,9
Time18TypesTest,testChronologyIsImmutable,9
Time18TypesTest,testChronologyWithOldFormat,7
Time18TypesTest,testDayOfWeek,3
Time18TypesTest,testDuration,13
Time18TypesTest,testDurationConversionExceptionContainsInvalidValue,9
Time18TypesTest,testDurationIsImmutable,9
Time18TypesTest,testDurationWithOldFormat,8
Time18TypesTest,testFixedClock,7
Time18TypesTest,testHijrahDate,4
Time18TypesTest,testHijrahDateConversionExceptionContainsInvalidValue,23
Time18TypesTest,testHijrahDateIsImmutable,9
Time18TypesTest,testHijrahDateWithOldFormat,13
Time18TypesTest,testHijrahEra,3
Time18TypesTest,testInstant,18
Time18TypesTest,testInstantConversionExceptionContainsInvalidValue,9
Time18TypesTest,testInstantIsImmutable,9
Time18TypesTest,testInstantWithOldFormat,8
Time18TypesTest,testIsoFields,8
Time18TypesTest,testIsoFieldsAreImmutable,12
Time18TypesTest,testJapaneseDate,4
Time18TypesTest,testJapaneseDateConversionExceptionContainsInvalidValue,23
Time18TypesTest,testJapaneseDateIsImmutable,9
Time18TypesTest,testJapaneseDateWithOldFormat,9
Time18TypesTest,testJapaneseEra,3
Time18TypesTest,testJapaneseEraConversionExceptionContainsInvalidValue,9
Time18TypesTest,testJapaneseEraIsImmutable,9
Time18TypesTest,testJapaneseEraWithOldFormat,7
Time18TypesTest,testJulianFields,5
Time18TypesTest,testJulianFieldsAreImmutable,9
Time18TypesTest,testLocalDate,3
Time18TypesTest,testLocalDateConversionExceptionContainsInvalidValue,9
Time18TypesTest,testLocalDateIsImmutable,9
Time18TypesTest,testLocalDateTime,11
Time18TypesTest,testLocalDateTimeConversionExceptionContainsInvalidValue,9
Time18TypesTest,testLocalDateTimeIsImmutable,9
Time18TypesTest,testLocalDateTimeWithOldFormat,11
Time18TypesTest,testLocalDateWithOldFormat,9
Time18TypesTest,testLocalTime,9
Time18TypesTest,testLocalTimeConversionExceptionContainsInvalidValue,9
Time18TypesTest,testLocalTimeIsImmutable,9
Time18TypesTest,testLocalTimeWithOldFormat,8
Time18TypesTest,testMinguoDate,4
Time18TypesTest,testMinguoDateConversionExceptionContainsInvalidValue,23
Time18TypesTest,testMinguoDateIsImmutable,9
Time18TypesTest,testMinguoDateWithOldFormat,9
Time18TypesTest,testMinguoEra,3
Time18TypesTest,testMonth,3
Time18TypesTest,testMonthDay,4
Time18TypesTest,testMonthDayConversionExceptionContainsInvalidValue,9
Time18TypesTest,testMonthDayIsImmutable,9
Time18TypesTest,testMonthDayWithOldFormat,8
Time18TypesTest,testOffsetClock,9
Time18TypesTest,testOffsetDateTime,22
Time18TypesTest,testOffsetDateTimeConversionExceptionContainsInvalidValue,9
Time18TypesTest,testOffsetDateTimeIsImmutable,9
Time18TypesTest,testOffsetDateTimeWithOldFormat,12
Time18TypesTest,testOffsetTime,20
Time18TypesTest,testOffsetTimeConversionExceptionContainsInvalidValue,9
Time18TypesTest,testOffsetTimeIsImmutable,9
Time18TypesTest,testOffsetTimeWithOldFormat,9
Time18TypesTest,testPeriod,10
Time18TypesTest,testPeriodConversionExceptionContainsInvalidValue,9
Time18TypesTest,testPeriodIsImmutable,9
Time18TypesTest,testPeriodWithOldFormat,9
Time18TypesTest,testSystemClock,10
Time18TypesTest,testThaiBuddhistDate,4
Time18TypesTest,testThaiBuddhistDateConversionExceptionContainsInvalidValue,23
Time18TypesTest,testThaiBuddhistDateIsImmutable,9
Time18TypesTest,testThaiBuddhistDateWithOldFormat,9
Time18TypesTest,testThaiBuddhistEra,3
Time18TypesTest,testTickClock,9
Time18TypesTest,testValueRange,9
Time18TypesTest,testValueRangeWithAlias,13
Time18TypesTest,testValueRangeWithOldFormat,13
Time18TypesTest,testWeekFields,12
Time18TypesTest,testWeekFieldsWithFieldAlias,9
Time18TypesTest,testWeekFieldsWithOldFormat,11
Time18TypesTest,testYear,5
Time18TypesTest,testYearConversionExceptionContainsInvalidValue,9
Time18TypesTest,testYearIsImmutable,9
Time18TypesTest,testYearMonth,5
Time18TypesTest,testYearMonthConversionExceptionContainsInvalidValue,9
Time18TypesTest,testYearMonthIsImmutable,9
Time18TypesTest,testYearMonthWithOldFormat,8
Time18TypesTest,testYearWithOldFormat,7
Time18TypesTest,testZoneIdConversionExceptionContainsInvalidValue,16
Time18TypesTest,testZoneOffest,7
Time18TypesTest,testZoneOffestIsImmutable,9
Time18TypesTest,testZoneOffestWithOldFormat,8
Time18TypesTest,testZoneRegion,4
Time18TypesTest,testZoneRegionIsImmutable,9
Time18TypesTest,testZoneRegionWithOldFormat,7
Time18TypesTest,testZonedDateTime,20
Time18TypesTest,testZonedDateTimeConversionExceptionContainsInvalidValue,9
Time18TypesTest,testZonedDateTimeIsImmutable,9
Time18TypesTest,testZonedDateTimeWithOldFormat,14
MyComparator,compare,3
1,compare,3
UnusedComparator,compare,3
UnusedComparator,readResolve,3
TreeMapAndTreeSetTest,setUp,5
TreeMapAndTreeSetTest,testEmptyTreeMap,7
TreeMapAndTreeSetTest,testEmptyTreeSet,7
TreeMapAndTreeSetTest,testTreeMapDoesNotUseComparatorAtDeserialization,30
TreeMapAndTreeSetTest,testTreeMapWithComparator,23
TreeMapAndTreeSetTest,testTreeMapWithoutComparator,20
TreeMapAndTreeSetTest,testTreeSetDoesNotUseComparatorAtDeserialization,21
TreeMapAndTreeSetTest,testTreeSetRemoveWorksProperlyAfterDeserialization,9
TreeMapAndTreeSetTest,testTreeSetWithComparator,17
TreeMapAndTreeSetTest,testTreeSetWithoutComparator,14
Thing,readResolve,3
Thing,writeReplace,3
ExternalizableContainer,readExternal,3
ExternalizableContainer,writeExternal,3
OriginalSerializable,readObject,3
OriginalSerializable,writeReplace,3
ReplacedSerializable,readObject,3
ReplacedSerializable,readResolve,3
OriginalExternalizable,readExternal,3
OriginalExternalizable,writeExternal,3
OriginalExternalizable,writeReplace,3
ReplacedExternalizable,readExternal,3
ReplacedExternalizable,readResolve,3
ReplacedExternalizable,writeExternal,3
OriginalThing,writeReplace,3
IntermediateThing,writeReplace,3
ReplacedThing,readResolve,3
WriteReplaceTest,testAllowsDifferentTypeToBeSubstituted,13
WriteReplaceTest,testAllowsDifferentTypeToBeSubstitutedAsMember,17
WriteReplaceTest,testAllowsDifferentTypeToBeSubstitutedForCustomExternalizableObjects,13
WriteReplaceTest,testAllowsDifferentTypeToBeSubstitutedForCustomSerializableObjects,17
WriteReplaceTest,testAllowsDifferentTypeToBeSubstitutedInExternalizable,17
WriteReplaceTest,testAllowsDifferentTypeToBeSubstitutedInList,16
WriteReplaceTest,testAllowsDifferentTypeToBeSubstitutedWithNonExistingClass,13
WriteReplaceTest,testAllowsDifferentTypeToBeSubstitutedWithNonExistingClassAsMember,17
WriteReplaceTest,testAllowsDifferentTypeToBeSubstitutedWithNonExistingClassInExternalizable,17
WriteReplaceTest,testAllowsDifferentTypeToBeSubstitutedWithNonExistingClassInList,16
WriteReplaceTest,testCascadedWriteReplace,14
WriteReplaceTest,testReplacesAndResolves,21
1,useXStream11XmlFriendlyMapper,3
XStream11XmlFriendlyTest,createXStream,11
XStream11XmlFriendlyTest,testSupportsAliasWithDashChar,19
XStream11XmlFriendlyTest,testSupportsFieldsWithDollarChar,27
XStream11XmlFriendlyTest,testSupportsFieldsWithUnderscoreChar,19
XStream11XmlFriendlyTest,testSupportsUnderscoreInShortClassName,13
ChildClass,toString,3
ParentA,getParentStuff,3
ChildA,getChildStuff,3
1,createUnmarshallingContext,4
XStream12CompatibilityTest,testCanDeserializeHiddenFieldsWithDifferentTypeWrittenWithXStream11,20
XStream12CompatibilityTest,testCanDeserializeHiddenFieldsWithSameTypeWrittenWithXStream11,13
XStream12CompatibilityTest,testCanReadXmlUnfriendlyXPathReferences,28
XStream12CompatibilityTest,testCanWriteInheritanceHierarchiesInOldOrder,12
XStream13CompatibilityTest,testCanReadOldTreeMap,18
XStream13CompatibilityTest,testCanReadOldTreeSet,12
DoNothingConverter,canConvert,3
DoNothingConverter,marshal,4
DoNothingConverter,unmarshal,9
XStreamBuilderTest,testHandleCorrectlyAbsoluteReferences,17
XStreamBuilderTest,testHandleCorrectlyConverterRegistrations,16
XStreamBuilderTest,testHandleCorrectlyDefaultImplementations,16
XStreamBuilderTest,testHandleCorrectlyFieldAliases,16
XStreamBuilderTest,testHandleCorrectlyFieldOmmission,17
XStreamBuilderTest,testHandleCorrectlyIdReferences,17
XStreamBuilderTest,testHandleCorrectlyNoReferences,17
XStreamBuilderTest,testSupportsBuildStyleWithAlias,11
XStreamerTest,normalizedXStreamXML,5
XStreamerTest,setUp,7
XStreamerTest,testCanBeUsedAfterSerialization,8
XStreamerTest,testCanConvertAnotherInstance,10
XStreamerTest,testCanSerializeSelfContained,6
XStreamerTest,testDetectsSelfMarshalling,10
XmlFriendlyDollarOnlyTest,assertBothWays,3
XmlFriendlyDollarOnlyTest,createXStream,6
XmlFriendlyTest,testCanDealWithUtfText,3
XmlFriendlyTest,testDecimalFormatSymbols,30
XmlFriendlyTest,testEscapesXmlUnfriendlyChars,10
XmlFriendlyTest,testSlashRSlashSlashSlashN,5
XmlFriendlyTest,testSupportsFieldsWithDollarAndUnderScoreChar,20
XmlFriendlyTest,testSupportsFieldsWithDollarChar,18
XmlFriendlyTest,testSupportsFieldsWithDoubleUnderscoreChar,16
XmlFriendlyTest,testSupportsFieldsWithUnderscoreChar,16
XmlFriendlyTest,testSupportsFieldsWithUnusualChars,16
XmlFriendlyTest,testSupportsUnderscoreInShortClassName,6
1,decode,3
1,encode,3
2,decode,3
2,encode,3
3,decode,3
3,encode,3
4,decode,3
4,encode,3
5,decode,3
5,encode,3
Data,getBase64,3
Data,getData,3
Data,getRandomBytes,8
Base64Benchmark,run,10
Model,getBi,3
Model,getCh,3
Model,getD,3
Model,getF,3
Model,getI,3
Model,getS,3
Model,getUuid,3
Model,setBi,3
Model,setCh,3
Model,setD,3
Model,setF,3
Model,setI,3
Model,setS,3
Model,setUuid,3
ModelConverter,canConvert,3
ModelConverter,marshal,11
ModelConverter,unmarshal,38
ModelConverter,writeElement,5
ConverterTypeBenchmark,custom,3
ConverterTypeBenchmark,init,6
ConverterTypeBenchmark,javaBean,3
ConverterTypeBenchmark,reflection,3
ConverterTypeBenchmark,run,4
ConverterTypeBenchmark,setUp,24
NoNameCoder,decodeAttribute,3
NoNameCoder,decodeNode,3
NoNameCoder,encodeAttribute,3
NoNameCoder,encodeNode,3
DollarNameCoder,decodeAttribute,3
DollarNameCoder,decodeNode,3
DollarNameCoder,encodeAttribute,3
DollarNameCoder,encodeNode,3
EscapedUnderscoreNameCoder,decodeAttribute,3
EscapedUnderscoreNameCoder,decodeNode,26
EscapedUnderscoreNameCoder,encodeAttribute,3
EscapedUnderscoreNameCoder,encodeNode,18
CachedEscapedUnderscoreNameCoder,decodeNode,9
CachedEscapedUnderscoreNameCoder,encodeNode,9
NameCoderBenchmark,cachedEscapedUnderscoreCoding,3
NameCoderBenchmark,dollarCoding,3
NameCoderBenchmark,escapedUnderscoreCoding,3
NameCoderBenchmark,init,12
NameCoderBenchmark,noCoding,3
NameCoderBenchmark,run,4
NameCoderBenchmark,setUp,34
NameCoderBenchmark,xmlFriendlyCoding,3
1,createWriter,3
DriverFactory,getDriver,3
1,checkData,6
1,writeData,21
2,checkData,9
2,writeData,14
3,checkData,6
3,writeData,10
ParserBenchmark,init,9
ParserBenchmark,parseBigText,4
ParserBenchmark,parseManyChildren,4
ParserBenchmark,parseNestedElements,4
ParserBenchmark,setUp,10
NonCachingStringConverter,canConvert,3
NonCachingStringConverter,fromString,3
InternStringConverter,canConvert,3
InternStringConverter,fromString,3
SynchronizedWeakCacheStringConverter,canConvert,3
SynchronizedWeakCacheStringConverter,fromString,16
ConcurrentHashMapStringConverter,canConvert,3
ConcurrentHashMapStringConverter,fromString,8
StringConverterBenchmark,init,34
StringConverterBenchmark,intern,3
StringConverterBenchmark,limitedConcurrentMap,3
StringConverterBenchmark,limitedSynchronizedWeakCache,3
StringConverterBenchmark,nonCaching,3
StringConverterBenchmark,run,6
StringConverterBenchmark,setUp,31
StringConverterBenchmark,unlimitedConcurrentMap,3
StringConverterBenchmark,unlimitedSynchronizedWeakCache,3
AnnotatedTypeProcessor,process,3
AbsoluteReferencesProcessor,process,3
AliasFieldProcessor,process,3
AliasTypeProcessor,process,3
ConverterProcessor,process,3
IdReferencesProcessor,process,3
IgnoreFieldProcessor,process,3
ImplementedByProcessor,process,3
NoReferencesProcessor,process,3
FieldConfig,process,6
FieldConfig,with,4
FieldConfig,with,7
TypeConfig,process,7
TypeConfig,with,3
TypeConfig,with,6
XStreamBuilder,absoluteReferences,3
XStreamBuilder,alias,3
XStreamBuilder,annotated,3
XStreamBuilder,as,3
XStreamBuilder,buildXStream,8
XStreamBuilder,converter,3
XStreamBuilder,createBasicInstance,3
XStreamBuilder,field,3
XStreamBuilder,handle,5
XStreamBuilder,idReferences,3
XStreamBuilder,ignores,3
XStreamBuilder,implementedBy,3
XStreamBuilder,noReferences,3
XStreamBuilder,register,4
XStreamBuilder,register,7
XStreamBuilder,with,3
AbstractSingleValueConverter,toString,3
BigDecimalConverter,canConvert,3
BigDecimalConverter,fromString,3
BigIntegerConverter,canConvert,3
BigIntegerConverter,fromString,3
BooleanConverter,canConvert,3
BooleanConverter,fromString,7
BooleanConverter,shouldConvert,3
BooleanConverter,toString,4
ByteConverter,canConvert,3
ByteConverter,fromString,7
CharConverter,canConvert,3
