class_name,method_name,code_lines 
CharConverter,fromString,7
CharConverter,marshal,4
CharConverter,toString,4
CharConverter,unmarshal,8
DateConverter,appendErrors,9
DateConverter,canConvert,3
DateConverter,fromString,27
DateConverter,toString,8
1,run,14
DateConverterTest,setUp,9
DateConverterTest,tearDown,4
DateConverterTest,testDatesIn70sInTimeZoneGMT,22
DateConverterTest,testDatesInLenientMode,5
DateConverterTest,testDatesInNonLenientMode,6
DateConverterTest,testDatesWithAmbiguous3LetterTimeZones,5
DateConverterTest,testDatesWithEnglishLocaleOfDefault,11
DateConverterTest,testDatesWithEpoche,13
DateConverterTest,testDatesWithGermanLocale,11
DateConverterTest,testIsThreadSafe,39
DateConverterTest,testRetainsDetailDownToMillisecondLevel,13
DateConverterTest,testUnmarshalsDateWithDifferentDefaultTimeZones,30
DateConverterTest,testUnmarshalsDatesWithDifferentTimeZones,19
DateConverterTest,testUnmarshalsOldXStreamDatesThatLackMillisecond,12
DoubleConverter,canConvert,3
DoubleConverter,fromString,3
FloatConverter,canConvert,3
FloatConverter,fromString,3
IntConverter,canConvert,3
IntConverter,fromString,7
LongConverter,canConvert,3
LongConverter,fromString,30
NullConverter,canConvert,3
NullConverter,marshal,4
NullConverter,unmarshal,3
ShortConverter,canConvert,3
ShortConverter,fromString,7
StringBufferConverter,canConvert,3
StringBufferConverter,fromString,3
StringBuilderConverter,canConvert,3
StringBuilderConverter,fromString,3
StringConverter,canConvert,3
StringConverter,fromString,16
URIConverter,canConvert,3
URIConverter,fromString,7
URIConverterTest,setUp,7
URIConverterTest,testCanConvert,7
URIConverterTest,testFromString,6
URLConverter,canConvert,3
URLConverter,fromString,7
URLConverterTest,testConvertsToSingleString,10
UUIDConverter,canConvert,3
UUIDConverter,fromString,7
AbstractCollectionConverter,createCollection,14
AbstractCollectionConverter,mapper,3
AbstractCollectionConverter,readBareItem,5
AbstractCollectionConverter,readCompleteItem,7
AbstractCollectionConverter,readItem,4
AbstractCollectionConverter,writeBareItem,4
AbstractCollectionConverter,writeCompleteItem,4
AbstractCollectionConverter,writeItem,13
AbstractCollectionConverter,writeNullItem,5
ArrayConverter,canConvert,3
ArrayConverter,marshal,8
ArrayConverter,unmarshal,15
BitSetConverter,canConvert,3
BitSetConverter,marshal,16
BitSetConverter,unmarshal,9
BitSetConverterTest,testConvertsToSingleCommaDelimitedString,14
Dummy,equals,19
Dummy,equals,6
Dummy,getData,3
Dummy,hashCode,3
ByteArrayConverterTest,setUp,4
ByteArrayConverterTest,testMarshallByteArrays,9
CharArrayConverter,canConvert,3
CharArrayConverter,marshal,4
CharArrayConverter,unmarshal,3
CharArrayConverterTest,testMarshallsCharArrayAsSingleString,6
CollectionConverter,addCurrentElementToCollection,8
CollectionConverter,canConvert,10
CollectionConverter,createCollection,3
CollectionConverter,marshal,6
CollectionConverter,populateCollection,4
CollectionConverter,populateCollection,8
CollectionConverter,unmarshal,6
MapConverter,canConvert,11
MapConverter,createCollection,3
MapConverter,marshal,12
MapConverter,populateMap,4
MapConverter,populateMap,8
MapConverter,putCurrentEntryIntoMap,9
MapConverter,unmarshal,6
PropertiesConverter,canConvert,3
PropertiesConverter,marshal,18
PropertiesConverter,unmarshal,22
PropertiesConverterTest,testCanSortElements,25
PropertiesConverterTest,testConvertsPropertiesObjectToShortKeyValueElements,12
PropertiesConverterTest,testIncludesDefaultProperties,26
SingletonCollectionConverter,canConvert,3
SingletonCollectionConverter,unmarshal,4
SingletonMapConverter,canConvert,3
SingletonMapConverter,unmarshal,8
NullComparator,compare,3
TreeMapConverter,marshal,5
TreeMapConverter,marshalComparator,10
TreeMapConverter,populateTreeMap,34
TreeMapConverter,unmarshal,10
TreeMapConverter,unmarshalComparator,20
1,add,5
1,get,3
1,size,3
1,populateMap,21
1,putCurrentEntryIntoMap,8
TreeSetConverter,marshal,5
TreeSetConverter,readResolve,38
TreeSetConverter,unmarshal,41
EnumConverter,canConvert,3
EnumConverter,marshal,3
EnumConverter,unmarshal,23
EnumConverterTest,setUp,6
EnumConverterTest,testDeserializedEnumIsTheSameNotJustEqual,4
EnumConverterTest,testRepresentsEnumAsSingleStringValue,6
EnumConverterTest,testRepresentsPolymorphicEnumAsSingleStringValue,6
EnumConverterTest,testResolvesSpecializedPolymorphicEnum,12
PolymorphicEnumConverter,fromString,3
PolymorphicEnumConverter,toString,3
EnumCustomConverterTest,setUp,8
EnumCustomConverterTest,testCanBeUsedDirectly,7
EnumCustomConverterTest,testCanBeUsedForAttribute,18
EnumCustomConverterTest,testCanBeUsedForMember,18
EnumCustomConverterTest,testCanBeUsedLocallyForAttribute,19
EnumMapConverter,canConvert,3
EnumMapConverter,marshal,8
EnumMapConverter,unmarshal,11
EnumMapConverterTest,setUp,4
EnumMapConverterTest,testIncludesEnumTypeInSerializedForm,21
EnumMapperTest,setUp,7
EnumMapperTest,testEnumsAreImmutable,16
EnumMapperTest,testSupportsDefaultImplementationToBeAnEnum,13
EnumMapperTest,testSupportsEnumAsAttribute,17
EnumSetConverter,canConvert,3
EnumSetConverter,create,11
EnumSetConverter,joinEnumValues,13
EnumSetConverter,marshal,9
EnumSetConverter,unmarshal,11
EnumSetConverterTest,setUp,4
EnumSetConverterTest,testEmptyEnumSet,9
EnumSetConverterTest,testPutsEnumsInCompactCommaSeparatedString,9
EnumSetConverterTest,testSupportsJumboEnumSetsForMoreThan64Elements,13
EnumSetConverterTest,testSupportsPolymorphicEnums,9
EnumSingleValueConverter,canConvert,3
EnumSingleValueConverter,fromString,3
EnumSingleValueConverter,toString,3
EnumToStringConverter,buildValueMap,8
EnumToStringConverter,canConvert,3
EnumToStringConverter,checkType,5
EnumToStringConverter,extractStringMap,13
EnumToStringConverter,fromString,14
EnumToStringConverter,toString,3
EnumToStringConverterTest,setUp,15
EnumToStringConverterTest,testMapsEnumToProvidedStringValue,6
EnumToStringConverterTest,testMapsEnumToStringDefaultValue,6
EnumToStringConverterTest,testMapsToPolymorphicStringValue,6
1,fruit,3
2,fruit,3
PolymorphicEnum,fruit,3
PolymorphicEnum,toString,3
ActivationDataFlavorConverter,canConvert,3
ActivationDataFlavorConverter,marshal,21
ActivationDataFlavorConverter,unmarshal,37
ActivationDataFlavorConverterTest,setupSecurity,4
ActivationDataFlavorConverterTest,testMimeTypeAndRepresentation,9
ActivationDataFlavorConverterTest,testMimeTypeOnly,8
ActivationDataFlavorConverterTest,testWithAllArguments,9
CharsetConverter,canConvert,3
CharsetConverter,fromString,3
CharsetConverter,toString,3
CharsetConverterTest,testHandlesSimpleCharset,3
ColorConverter,canConvert,5
ColorConverter,marshal,7
ColorConverter,unmarshal,11
ColorConverter,write,5
CurrencyConverter,canConvert,3
CurrencyConverter,fromString,3
1,getFactory,7
DurationConverter,canConvert,3
DurationConverter,fromString,3
DurationConverterTest,testConversion,9
1,invoke,3
DynamicProxyConverter,addInterfacesToXml,8
DynamicProxyConverter,canConvert,3
DynamicProxyConverter,marshal,11
DynamicProxyConverter,unmarshal,36
EncodedByteArrayConverter,canConvert,3
EncodedByteArrayConverter,fromString,3
EncodedByteArrayConverter,marshal,3
EncodedByteArrayConverter,toString,3
EncodedByteArrayConverter,unmarshal,9
EncodedByteArrayConverter,unmarshalIndividualByteElements,18
EncodedByteArrayConverterTest,testMarshallsCharArrayAsSingleString,6
EncodedByteArrayConverterTest,testUnmarshallsEmptyByteArrayAsFieldOfAnotherObject,13
EncodedByteArrayConverterTest,testUnmarshallsEmptyByteArrays,6
EncodedByteArrayConverterTest,testUnmarshallsOldByteArraysThatHaveNotBeenEncoding,16
FileConverter,canConvert,3
FileConverter,fromString,3
FileConverter,toString,3
FontConverter,canConvert,6
FontConverter,marshal,22
FontConverter,unmarshal,41
FontConverterTest,setUp,7
FontConverterTest,suite,9
FontConverterTest,testConvertsToFontThatEqualsOriginal,7
FontConverterTest,testCorrectlyInitializesFontToPreventJvmCrash,10
FontConverterTest,testProducesFontThatHasTheSameAttributes,10
FontConverterTest,testUnmarshalsCurrentFormat,17
FontConverterTest,testUnmarshalsOldFormat,40
GregorianCalendarConverter,canConvert,3
GregorianCalendarConverter,marshal,10
GregorianCalendarConverter,unmarshal,19
GregorianCalendarConverterTest,testCalendar,7
ISO8601DateConverter,canConvert,3
ISO8601DateConverter,fromString,3
ISO8601DateConverter,toString,5
ISO8601DateConverterTest,setUp,9
ISO8601DateConverterTest,tearDown,4
ISO8601DateConverterTest,testUnmarshallsISOFormatInLocalTime,10
ISO8601DateConverterTest,testUnmarshallsISOFormatInUTC,11
ISO8601DateConverterTest,testUnmashallsInCorrectTimeZone,13
ISO8601GregorianCalendarConverter,canConvert,3
ISO8601GregorianCalendarConverter,fromString,3
ISO8601GregorianCalendarConverter,toString,3
1,run,14
ISO8601GregorianCalendarConverterTest,setUp,11
ISO8601GregorianCalendarConverterTest,tearDown,5
ISO8601GregorianCalendarConverterTest,testCalendarWithExplicitTimeZone,12
ISO8601GregorianCalendarConverterTest,testCanLoadTimeInDifferentTimeZone,10
ISO8601GregorianCalendarConverterTest,testCanLoadTimeWithDefaultDifferentLocaleForFormat,18
ISO8601GregorianCalendarConverterTest,testIsThreadSafe,39
ISO8601GregorianCalendarConverterTest,testParsesBasicDate,7
ISO8601GregorianCalendarConverterTest,testParsesBasicDateTime,11
ISO8601GregorianCalendarConverterTest,testParsesBasicOrdinalDate,7
ISO8601GregorianCalendarConverterTest,testParsesBasicOrdinalDateTime,11
ISO8601GregorianCalendarConverterTest,testParsesBasicTTime,10
ISO8601GregorianCalendarConverterTest,testParsesBasicTime,10
ISO8601GregorianCalendarConverterTest,testParsesBasicWeekDate,7
ISO8601GregorianCalendarConverterTest,testParsesBasicWeekDateTime,10
ISO8601GregorianCalendarConverterTest,testParsesStandardDate,7
ISO8601GregorianCalendarConverterTest,testParsesStandardDateFragment,12
ISO8601GregorianCalendarConverterTest,testParsesStandardDateTime,10
ISO8601GregorianCalendarConverterTest,testParsesStandardDateTimeFragment,19
ISO8601GregorianCalendarConverterTest,testParsesStandardOrdinalDate,7
ISO8601GregorianCalendarConverterTest,testParsesStandardOrdinalDateTime,10
ISO8601GregorianCalendarConverterTest,testParsesStandardTTime,10
ISO8601GregorianCalendarConverterTest,testParsesStandardTime,10
ISO8601GregorianCalendarConverterTest,testParsesStandardTimeFragment,18
ISO8601GregorianCalendarConverterTest,testParsesStandardWeekDate,8
ISO8601GregorianCalendarConverterTest,testParsesStandardWeekDateFragment,9
ISO8601GregorianCalendarConverterTest,testParsesStandardWeekDateTime,10
ISO8601GregorianCalendarConverterTest,testRetainsDetailDownToMillisecondLevel,11
ISO8601GregorianCalendarConverterTest,testSavedTimeIsInUTC,10
ISO8601SqlTimestampConverter,canConvert,3
ISO8601SqlTimestampConverter,fromString,16
ISO8601SqlTimestampConverter,toString,11
ISO8601SqlTimestampConverterTest,setUp,9
ISO8601SqlTimestampConverterTest,tearDown,4
ISO8601SqlTimestampConverterTest,testISO8601SqlTimestamp,15
ISO8601SqlTimestampConverterTest,testISO8601SqlTimestampWith1Milli,15
ISO8601SqlTimestampConverterTest,testISO8601SqlTimestampWithNanos,13
ISO8601SqlTimestampConverterTest,testTimestampWithoutFraction,5
JavaClassConverter,canConvert,3
JavaClassConverter,fromString,7
JavaClassConverter,toString,3
JavaClassConverterTest,testHandlesArrays,5
JavaClassConverterTest,testHandlesJavaClassArray,18
JavaClassConverterTest,testHandlesMultidimensioanlArrays,9
JavaClassConverterTest,testHandlesPrimitivesAndWrappers,10
JavaClassConverterTest,testResolvesUnloadedClassThatIsAnArray,11
JavaFieldConverter,canConvert,3
JavaFieldConverter,marshal,12
JavaFieldConverter,unmarshal,22
JavaMethodConverter,canConvert,3
JavaMethodConverter,marshal,11
JavaMethodConverter,marshalMethod,22
JavaMethodConverter,unmarshal,36
AnIntClass,getValue,3
AnIntClass,privateMethod,2
AnIntClass,setValue,3
JavaMethodConverterTest,testSupportsConstructor,10
JavaMethodConverterTest,testSupportsPrivateMethods,9
JavaMethodConverterTest,testSupportsPublicMethods,11
LocaleConverter,canConvert,3
LocaleConverter,fromString,18
LocaleConverter,underscorePositions,8
LookAndFeelConverter,canConvert,3
NamedArrayConverter,canConvert,3
NamedArrayConverter,marshal,20
NamedArrayConverter,unmarshal,21
NamedCollectionConverter,readBareItem,10
NamedCollectionConverter,writeCompleteItem,4
NamedCollectionConverter,writeItem,15
NamedMapConverter,getSingleValueConverter,14
NamedMapConverter,marshal,39
NamedMapConverter,populateMap,64
NamedMapConverter,readItem,10
NamedMapConverter,writeItem,15
PathConverter,canConvert,3
PathConverter,fromString,16
PathConverter,toString,13
PropertyEditorCapableConverter,canConvert,3
PropertyEditorCapableConverter,fromString,3
PropertyEditorCapableConverter,toString,3
SoftwarePropertyEditor,getAsText,4
SoftwarePropertyEditor,setAsText,4
1,uncaughtException,4
2,run,21
PropertyEditorCapableConverterTest,testCanBeUsedForCustomTypes,8
PropertyEditorCapableConverterTest,testConcurrentConversion,75
RegexPatternConverter,canConvert,3
RegexPatternConverter,marshal,9
RegexPatternConverter,unmarshal,9
RegexPatternConverterTest,testHandlesPatternWithStartAndEnd,9
RegexPatternConverterTest,testHandlesSimplePattern,9
SqlDateConverter,canConvert,3
SqlDateConverter,fromString,3
SqlTimeConverter,canConvert,3
SqlTimeConverter,fromString,3
SqlTimestampConverter,canConvert,3
SqlTimestampConverter,fromString,21
SqlTimestampConverter,toString,14
StackTraceElementFactory,create,26
StackTraceElementFactory,element,3
StackTraceElementFactory,element,4
StackTraceElementFactory,nativeMethodElement,3
StackTraceElementFactory,toString,10
StackTraceElementFactory,unknownSourceElement,3
StackTraceElementConverter,canConvert,3
StackTraceElementConverter,fromString,39
StackTraceElementConverter,toString,5
StackTraceElementConverter9Test,testWithBuiltInClassLoaderAndInternalModule,8
StackTraceElementConverter9Test,testWithBuiltInClassLoaderAndModule,8
StackTraceElementConverter9Test,testWithClassLoaderAndModule,8
StackTraceElementConverter9Test,testWithClassLoaderAndUnnamedModule,8
StackTraceElementConverterTest,testNativeMethodsWithSourceCodeUnit,8
StackTraceElementConverterTest,testNativeMethodsWithoutSourceCodeUnit,8
StackTraceElementConverterTest,testSerializesStackTraceElement,7
StackTraceElementConverterTest,testSupportsInnerClasses,5
StackTraceElementConverterTest,testWithArbitraryourceCodeUnitAndLineNumber,7
StackTraceElementConverterTest,testWithFileBasedSourceCodeUnitAndLineNumber,5
StackTraceElementConverterTest,testWithFileBasedSourceCodeUnitOnly,6
SubjectConverter,canConvert,3
SubjectConverter,marshal,7
SubjectConverter,marshalPrincipals,8
SubjectConverter,marshalPrivateCredentials,3
SubjectConverter,marshalPublicCredentials,3
SubjectConverter,marshalReadOnly,5
SubjectConverter,populateSet,10
SubjectConverter,unmarshal,7
SubjectConverter,unmarshalPrincipals,4
SubjectConverter,unmarshalPrivateCredentials,4
SubjectConverter,unmarshalPublicCredentials,4
SubjectConverter,unmarshalReadOnly,6
Ser,readObject,3
ThrowableConverter,canConvert,3
ThrowableConverter,getConverter,3
ThrowableConverter,getConverter14,3
ThrowableConverter,marshal,13
ThrowableConverter,unmarshal,9
MyException,equals,3
MyException,hashCode,3
OtherException,equals,3
OtherException,hashCode,3
OtherException,readObject,4
OtherException,writeObject,4
1,assertMoreSafely,8
ThrowableConverterTest,assertArrayEquals,12
ThrowableConverterTest,assertBoth,13
ThrowableConverterTest,assertThrowableEquals,13
ThrowableConverterTest,testCanAddSuppressedExceptionsLater,6
ThrowableConverterTest,testCanUnmarshalFormatOf14,24
ThrowableConverterTest,testDeserializesException,5
ThrowableConverterTest,testDeserializesThrowable,5
ThrowableConverterTest,testIncludesCause,5
ThrowableConverterTest,testIncludesCauseAndMessage,5
ThrowableConverterTest,testIncludesMessage,5
ThrowableConverterTest,testIncludesStackTrace,8
ThrowableConverterTest,testIncludesSuppressedExceptions,6
ThrowableConverterTest,testSerializesExtraFields,8
ThrowableConverterTest,testSerializesWithInitializedCauseInPureMode,11
ThrowableConverterTest,testSerializesWithNoSelfReferenceForUninitializedCauseInPureMode,11
ThrowableConverterTest,testSupportsSerializationMethods,8
1,visit,54
ToAttributedValueConverter,canConvert,3
ToAttributedValueConverter,fieldIsEqual,4
ToAttributedValueConverter,marshal,85
ToAttributedValueConverter,unmarshal,105
ToAttributedValueConverterTest,setUp,19
ToAttributedValueConverterTest,testFailsWhenFieldCannotBeWrittenAsAttribute,16
ToAttributedValueConverterTest,testWillDistinguishBetweenDifferentTypes,26
ToAttributedValueConverterTest,testWithComplexValueField,19
ToAttributedValueConverterTest,testWithNullValueDeserializedAsEmptyString,16
ToAttributedValueConverterTest,testWithValueInConvertedClass,16
ToAttributedValueConverterTest,testWithValueInSuperclass,16
ToAttributedValueConverterTest,testWithoutValueField,16
ToStringConverter,canConvert,3
ToStringConverter,fromString,11
ToStringConverter,toString,3
Foo,toString,3
ToStringConverterTest,testCanConvertRightType,5
ToStringConverterTest,testCanInnocentlyConvertWrongTypeToString,4
ToStringConverterTest,testCantConvertWrongType,10
ToStringConverterTest,testClaimsCanConvertRightType,4
ToStringConverterTest,testClaimsCantConvertWrongType,4
ToStringConverterTest,testClaimsCantConvertWrongType2,8
UseAttributeForEnumMapper,createEnumMapper,3
UseAttributeForEnumMapper,getConverterFromAttribute,4
UseAttributeForEnumMapper,getConverterFromItemType,4
UseAttributeForEnumMapper,shouldLookForSingleValueConverter,4
BeanProperty,get,11
BeanProperty,getBeanClass,3
BeanProperty,getName,3
BeanProperty,getType,3
BeanProperty,isReadable,3
BeanProperty,isWritable,3
BeanProperty,set,12
BeanProperty,setGetterMethod,4
BeanProperty,setSetterMethod,3
BeanProvider,canInstantiate,7
BeanProvider,canStreamProperty,3
BeanProvider,getDefaultConstrutor,10
BeanProvider,getProperty,3
BeanProvider,getPropertyType,3
BeanProvider,getSerializableProperties,11
BeanProvider,newInstance,16
BeanProvider,propertyDefinedInClass,3
BeanProvider,propertyWriteable,4
BeanProvider,visitSerializableProperties,25
BeanProvider,writeProperty,17
ComparingPropertySorter,sort,5
1,shouldVisit,3
1,visit,8
1,writeField,12
1,writeNullField,6
2,add,6
JavaBeanConverter,canConvert,3
JavaBeanConverter,determineType,9
JavaBeanConverter,instantiateNewInstance,7
JavaBeanConverter,marshal,39
JavaBeanConverter,unmarshal,36
StringComparator,compare,3
World,getABoolean,3
World,getAByte,3
World,getAByteClass,3
World,getAChar,3
World,getACharacter,3
World,getAFloat,3
World,getAFloatClass,3
World,getALong,3
World,getALongClass,3
World,getAShort,3
World,getAShortClass,3
World,getAString,3
World,getAnInt,3
World,getAnInteger,3
World,isABool,3
World,setABool,3
World,setABoolean,3
World,setAByte,3
World,setAByteClass,3
World,setAChar,3
World,setACharacter,3
World,setAFloat,3
World,setAFloatClass,3
World,setALong,3
World,setALongClass,3
World,setAShort,3
World,setAShortClass,3
World,setAString,3
World,setAnInt,3
World,setAnInteger,3
TypesOfFields,getFin,3
TypesOfFields,getNormal,3
TypesOfFields,getStat,3
TypesOfFields,getTrans,3
TypesOfFields,setNormal,3
TypesOfFields,setStat,3
TypesOfFields,setTrans,3
SimpleBean,getMember,3
SimpleBean,setMember,3
UnsafeBean,getUnsafe,3
UnsafeBean,setUnsafe,3
Person,getFirstName,3
Person,getLastName,3
Person,setFirstName,3
Person,setLastName,3
JavaBeanConverterTest,testCanConvertDoesNotThrowException,7
JavaBeanConverterTest,testDoesNotDeserializeOmittedFields,19
JavaBeanConverterTest,testDoesNotGetValueOfOmittedFields,12
JavaBeanConverterTest,testDoesNotSerializeOmittedFields,14
JavaBeanConverterTest,testDoesNotSerializeOmittedInheritedFields,14
JavaBeanConverterTest,testDoesNotSerializeStaticFields,17
JavaBeanConverterTest,testFailsFastIfPropertyIsDefinedTwice,21
JavaBeanConverterTest,testIgnoresUnknownFieldsMatchingPattern,19
JavaBeanConverterTest,testSerializesAllPrimitiveFieldsInACustomObject,31
JavaBeanConverterTest,testSerializesNullValue,36
JavaBeanConverterTest,testSupportsTypeAlias,20
JavaBeanConverterTest,testUseAliasInheritedFields,17
NativePropertySorter,sort,3
PropertyDictionary,buildMap,21
PropertyDictionary,flushCache,3
PropertyDictionary,propertiesFor,3
PropertyDictionary,property,11
PropertyDictionary,propertyDescriptor,7
PropertyDictionary,propertyDescriptorOrNull,3
PropertyDictionary,serializablePropertiesFor,10
SomeClass,getA,3
SomeClass,getC,3
SomeClass,getD,3
SomeClass,getURL,3
SomeClass,setA,3
SomeClass,setC,3
SomeClass,setE,3
SomeClass,setURL,3
SpecialClass,getBrilliant,3
SpecialClass,getPrivate,3
SpecialClass,setBrilliant,3
SpecialClass,setPrivate,3
PropertyDictionaryTest,setUp,4
PropertyDictionaryTest,testIncludesFieldsInSuperClasses,18
PropertyDictionaryTest,testListsFieldsInClassInDefinitionOrder,15
AbstractAttributedCharacterIteratorAttributeConverter,canConvert,3
AbstractAttributedCharacterIteratorAttributeConverter,fromString,9
AbstractAttributedCharacterIteratorAttributeConverter,getName,20
AbstractAttributedCharacterIteratorAttributeConverter,readResolve,45
AbstractAttributedCharacterIteratorAttributeConverter,toString,5
1,visit,35
2,writeField,31
2,writeItem,12
3,add,6
FieldLocation,equals,23
FieldLocation,hashCode,7
ArraysList,toPhysicalArray,12
MappingList,add,29
MappingList,get,3
MappingList,size,3
AbstractReflectionConverter,canAccess,9
AbstractReflectionConverter,doMarshal,168
AbstractReflectionConverter,doUnmarshal,205
AbstractReflectionConverter,flushCache,3
AbstractReflectionConverter,handleUnknownField,11
AbstractReflectionConverter,instantiateNewInstance,12
AbstractReflectionConverter,marshal,17
AbstractReflectionConverter,marshallField,3
AbstractReflectionConverter,readDeclaringClass,5
AbstractReflectionConverter,readResolve,5
AbstractReflectionConverter,shouldUnmarshalField,3
AbstractReflectionConverter,shouldUnmarshalTransientFields,3
AbstractReflectionConverter,unmarshal,5
AbstractReflectionConverter,unmarshallField,5
AbstractReflectionConverter,writeValueToImplicitCollection,43
WithFields,getParentB,3
SubClassWithHiddenFields,getChildB,3
AbstractReflectionProviderTest,assertCanCreate,4
AbstractReflectionProviderTest,assertCannotCreate,7
AbstractReflectionProviderTest,setUp,4
AbstractReflectionProviderTest,testConstructsStandardClass,3
AbstractReflectionProviderTest,testConstructsStaticInnerClass,3
AbstractReflectionProviderTest,testVisitsEachFieldInClass,14
AbstractReflectionProviderTest,testVisitsEachFieldInHeirarchy,16
AbstractReflectionProviderTest,testVisitsFieldsHiddenBySubclass,21
AbstractReflectionProviderTest,testWritesHiddenFields,7
1,visit,6
CGLIBFilteringReflectionProvider,visitSerializableFields,11
ReverseEngineeringInvocationHandler,invoke,4
ReverseEngineeredCallbackFilter,accept,9
CGLIBEnhancedConverter,canConvert,4
CGLIBEnhancedConverter,create,7
CGLIBEnhancedConverter,createCallbackIndexMap,84
CGLIBEnhancedConverter,createNullArguments,26
CGLIBEnhancedConverter,createReverseEngineeredCallbackOfProperType,22
CGLIBEnhancedConverter,getCallbacks,32
CGLIBEnhancedConverter,hierarchyFor,6
CGLIBEnhancedConverter,marshal,75
CGLIBEnhancedConverter,readCallback,10
CGLIBEnhancedConverter,readResolve,5
CGLIBEnhancedConverter,unmarshal,58
1,close,4
1,defaultWriteObject,3
1,flush,3
1,writeFieldsToStream,3
1,writeToStream,10
2,close,4
2,defaultReadObject,3
2,readFieldsFromStream,3
2,readFromStream,7
2,registerValidation,4
ExternalizableConverter,canConvert,3
ExternalizableConverter,marshal,59
ExternalizableConverter,readResolve,4
ExternalizableConverter,unmarshal,63
DictionaryEntry,getKeyedByFieldKey,3
DictionaryEntry,getKeyedByFieldName,3
FieldDictionary,buildCache,29
FieldDictionary,buildDictionaryEntryForClass,30
FieldDictionary,buildMap,7
FieldDictionary,field,8
FieldDictionary,fieldOrNull,5
FieldDictionary,fieldsFor,3
FieldDictionary,flushCache,6
FieldDictionary,init,3
FieldDictionary,readResolve,4
FieldDictionary,reverseFieldsArray,8
AssertNoDuplicateHashMap,put,4
1,uncaughtException,3
2,run,23
FieldDictionaryTest,createThreads,34
FieldDictionaryTest,getNonStaticFieldName,8
FieldDictionaryTest,setUp,4
FieldDictionaryTest,testIncludesFieldsInSuperClasses,9
FieldDictionaryTest,testIncludesOuterClassReferenceForInnerClass,8
FieldDictionaryTest,testListsFieldsInClassInDefinitionOrder,8
FieldDictionaryTest,testSynchronizedAccessShouldEnsureEachClassAddedOnceToCache,35
FieldKey,equals,19
FieldKey,getDeclaringClass,3
FieldKey,getDepth,3
FieldKey,getFieldName,3
FieldKey,getOrder,3
FieldKey,hashCode,6
FieldKey,toString,13
ImmutableFieldKeySorter,sort,3
LambdaConverter,canConvert,4
LambdaConverter,marshal,5
MissingFieldException,getClassName,3
MissingFieldException,getFieldName,3
1,compare,7
NativeFieldKeySorter,sort,15
NativeFieldKeySorterTest,buildMap,16
NativeFieldKeySorterTest,testDoesSortInDeclarationOrderWithFieldsOfBaseClassFirst,11
1,resolveClass,3
PureJavaReflectionProvider,fieldDefinedInClass,4
PureJavaReflectionProvider,fieldModifiersSupported,4
PureJavaReflectionProvider,getField,3
PureJavaReflectionProvider,getFieldOrNull,3
PureJavaReflectionProvider,getFieldType,3
PureJavaReflectionProvider,init,3
PureJavaReflectionProvider,instantiateUsingSerialization,38
PureJavaReflectionProvider,newInstance,32
PureJavaReflectionProvider,readResolve,4
PureJavaReflectionProvider,setFieldDictionary,3
PureJavaReflectionProvider,validateFieldAccess,7
PureJavaReflectionProvider,visitSerializableFields,11
PureJavaReflectionProvider,writeField,5
WithFinalField,getFinal,3
PureJavaReflectionProviderTest,createReflectionProvider,3
PureJavaReflectionProviderTest,testBypassesConstructorForSerializableObjectsWithNoDefaultConstructor,4
PureJavaReflectionProviderTest,testCanCreatePrivateStaticInnerClasses,3
PureJavaReflectionProviderTest,testCanCreateWithFinalField,3
PureJavaReflectionProviderTest,testIsNotCapableOfConstructingClassesWithoutDefaultConstructor,3
PureJavaReflectionProviderTest,testIsNotCapableOfConstructingNonStaticInnerClasses,4
PureJavaReflectionProviderTest,testUnfortunatelyExecutesCodeInsideConstructor,8
PureJavaReflectionProviderTest,testUsesPrivateConstructorIfNecessary,3
PureJavaReflectionProviderTest,testWriteToFinalField,6
ReflectionConverter,canConvert,3
1,canConvert,3
1,shouldUnmarshalTransientFields,3
ReflectionConverterTest,testCanBeOverloadedToDeserializeTransientFields,26
ReflectionConverterTest,testCustomConverterCanBeInstantiatedAndRegisteredWithDesiredPriority,32
ReflectionConverterTest,testDoesNotSerializeTransientOrStaticFields,14
ReflectionConverterTest,testSerializesAllPrimitiveFieldsInACustomObject,27
ReflectionProviderWrapper,fieldDefinedInClass,3
ReflectionProviderWrapper,getField,3
ReflectionProviderWrapper,getFieldOrNull,3
ReflectionProviderWrapper,getFieldType,3
ReflectionProviderWrapper,newInstance,3
ReflectionProviderWrapper,visitSerializableFields,3
ReflectionProviderWrapper,writeField,3
1,close,4
1,defaultWriteObject,46
1,flush,3
1,writeFieldsToStream,28
1,writeToStream,10
1,run,7
2,close,4
2,defaultReadObject,34
2,readFieldsFromStream,53
2,readFromStream,7
2,registerValidation,12
1,visit,6
UnserializableParentsReflectionProvider,visitSerializableFields,11
SerializableConverter,canConvert,3
SerializableConverter,doMarshal,169
SerializableConverter,doMarshalConditionally,8
SerializableConverter,doUnmarshal,163
SerializableConverter,doUnmarshalConditionally,6
SerializableConverter,hierarchyFor,12
SerializableConverter,isSerializable,15
SerializableConverter,marshalUnserializableParent,6
SerializableConverter,readField,4
SimpleType,getOne,3
SimpleType,getTwo,3
SimpleType,readObject,3
SimpleType,setOne,3
SimpleType,setTwo,3
SimpleType,writeObject,3
ExtendedType,getThree,3
ExtendedType,readObject,3
ExtendedType,setThree,3
ExtendedType,writeObject,3
SimpleNamedFieldsType,getOne,3
